word;lvl;transcription;translation;class
nightmare;b2;[ʹnaıtmeə];кошмар;noun
nine;a1;[naın];девять;number
nineteen;a1;[͵naınʹti:n];девятнадцать;number
ninety;a1;[ʹnaıntı];девяносто;number
no;a1;[nəʋ];не;determiner
no;a1;[nəʋ];нет;exclamation
no one;a1;[nəʋ] [wʌn];никто;pronoun
noble;c1;[ʹnəʋb(ə)l];благородный;adjective
nobody;a1;[ʹnəʋbədı];ни один;pronoun
nod;c1;[nɒd];кивать;verb
noise;a2;[nɔız];шум;noun
noisy;a2;[ʹnɔızı];шумный;adjective
nominate;c1;[ʹnɒmınıt];назначить;verb
nomination;c1;[͵nɒmıʹneıʃ(ə)n];номинация;noun
nominee;c1;[͵nɒmıʹni:];кандидат;noun
non-profit;c1;[nɔn]-[ʹprɒfıt];некоммерческий;adjective
none;a2;[nʌn];ни один;pronoun
nonetheless;c1;[͵nʌnðəʹles];тем не менее;adverb
nonsense;c1;[ʹnɒns(ə)ns];ерунда;noun
noon;c1;[nu:n];полдень;noun
nor;b1;[nɔ:];тоже;adverb
nor;b1;[nɔ:];или;conjunction
norm;b2;[nɔ:m];норма;noun
normal;a2;[ʹnɔ:m(ə)l];нормальный;adjective
normal;b1;[ʹnɔ:m(ə)l];норма;noun
normally;a2;[ʹnɔːməlɪ];обычно;adverb
north;a1;[nɔ:θ];северный;adjective
north;a1;[nɔ:θ];севернее;adverb
north;a1;[nɔ:θ];север;noun
northern;b1;[ʹnɔ:ðən];северный;adjective
nose;a1;[nəʋz];нос;noun
not;a1;[nɒt];нет;adverb
notable;c1;[ʹnəʋtəb(ə)l];заметный;adjective
notably;c1;[ʹnəʋtəblı];в частности;adverb
note;a1;[nəʋt];записка;noun
note;b1;[nəʋt];отметить;verb
notebook;b2;[ʹnəʋtbʋk];ноутбук;noun
nothing;a1;[ʹnʌθıŋ];ничего;pronoun
notice;a2;[ʹnəʋtıs];уведомление;noun
notice;a2;[ʹnəʋtıs];заметить;verb
notify;c1;[ʹnəʋtıfaı];уведомить;verb
notion;b2;[ʹnəʋʃ(ə)n];понятие;noun
notorious;c1;[nə(ʋ)ʹtɔ:rıəs];пресловутый;adjective
novel;c1;[ʹnɒv(ə)l];новый;adjective
novel;a2;[ʹnɒv(ə)l];роман;noun
novelist;b2;[ʹnɒv(ə)lıst];писатель;noun
november;a1;[nə(ʋ)ʹvembə];ноябрь;noun
now;a1;[naʋ];теперь;adverb
now;b1;[naʋ];раз уж;conjunction
nowadays;b2;[ʹnaʋədeız];сегодня;adverb
nowhere;a2;[ʹnəʋweə];нигде;adverb
nuclear;b1;[ʹnju:klıə];ядерный;adjective
number;a1;[ʹnʌmbə];число;noun
number;a2;[ʹnʌmbə];насчитывать;verb
numerous;b2;[ʹnju:m(ə)rəs];многочисленный;adjective
nurse;a1;[nɜ:s];медсестра;noun
nursery;c1;[ʹnɜ:s(ə)rı];детская;noun
nursing;b2;[ʹnɜ:sıŋ];медсестра;noun
nut;a2;[nʌt];орех;noun
nutrition;b2;[nju:ʹtrıʃ(ə)n];питание;noun
o'clock;a1;[əʹklɒk];часов;adverb
obesity;b2;[əʋʹbi:sıtı];ожирение;noun
obey;b2;[ə(ʋ)ʹbeı];подчиняться;verb
object;a1;[ʹɒbdʒekt];объект;noun
object;b2;[ʹɒbdʒekt];возражать;verb
objection;c1;[əbʹdʒekʃ(ə)n];возражение;noun
objective;b2;[əbʹdʒektıv];объективный;adjective
objective;b2;[əbʹdʒektıv];цель;noun
obligation;b2;[͵ɒblıʹgeıʃ(ə)n];обязательство;noun
oblige;c1;[əʹblaıdʒ];обязывать;verb
observation;b2;[͵ɒbzəʹveıʃ(ə)n];наблюдение;noun
observe;b2;[əbʹzɜ:v];соблюдать;verb
observer;b2;[əbʹzɜ:və];наблюдатель;noun
obsess;c1;[əbʹses];зацикливаться;verb
obsession;c1;[əbʹseʃ(ə)n];одержимость;noun
obstacle;b2;[ʹɒbstək(ə)l];препятствие;noun
obtain;b2;[əbʹteın];получить;verb
obvious;b1;[ʹɒbvıəs];очевидный;adjective
obviously;b1;[ʹɒbvıəslı];очевидно;adverb
occasion;b1;[əʹkeıʒ(ə)n];случай;noun
occasional;c1;[əʹkeıʒ(ə)nəl];случайный;adjective
occasionally;b2;[əʹkeıʒ(ə)nəlı];иногда;adverb
occupation;b2;[͵ɒkjʋʹpeıʃ(ə)n];оккупация;noun
occupy;b2;[ʹɒkjʋpaı];занимать;verb
occur;b1;[əʹkɜ:];происходить;verb
occurrence;c1;[əʹkʌrəns];возникновение;noun
ocean;a2;[ʹəʋʃ(ə)n];океан;noun
october;a1;[ɒkʹtəʋbə];октябрь;noun
odd;b1;[ɒd];странный;adjective
odds;c1;[ɒdz];шансы;noun
of;a1;[ɒv];от;preposition
off;a1;[ɒf];себя;adverb
off;a1;[ɒf];вне;preposition
offence;b2;[əʹfens];преступление;noun
offend;b2;[əʹfend];обидеть;verb
offender;b2;[əʹfendə];преступник;noun
offensive;b2;[əʹfensıv];наступательный;adjective
offer;a2;[ʹɒfə];предложение;noun
offer;a2;[ʹɒfə];предлагать;verb
offering;c1;[ʹɒf(ə)rıŋ];предложение;noun
office;a1;[ʹɒfıs];офис;noun
officer;a2;[ʹɒfısə];офицер;noun
official;b1;[əʹfıʃ(ə)l];официальный;adjective
official;b2;[əʹfıʃ(ə)l];чиновник;noun
offspring;c1;[ʹɒf͵sprıŋ];потомство;noun
often;a1;[ʹɒf(t)ən];часто;adverb
oh;a1;[əʋ];ох;exclamation
oil;a2;[ɔıl];масло;noun
ok;a1;[əʊʹkeɪ];нормальный;adjective
ok;a1;[əʊʹkeɪ];вот;adverb
ok;a1;[əʊʹkeɪ];ладно;exclamation
old;a1;[əʋld];старый;adjective
old-fashioned;b1;[əʋld]-fashioned;старомодный;adjective
on;a1;[ɒn];далее;adverb
on;a1;[ɒn];на;preposition
once;a1;[wʌns];когда-то;adverb
once;b1;[wʌns];как только;conjunction
one;a1;[wʌn];один;determiner
one;a1;[wʌn];один;number
one;a1;[wʌn];можно;pronoun
ongoing;b2;[ʹɒn͵gəʋıŋ];текущий;adjective
onion;a1;[ʹʌnjən];лук;noun
online;a1;[ʹɒnlaɪn];онлайн;adjective
online;a1;[ʹɒnlaɪn];онлайн;adverb
only;a1;[ʹəʋnlı];единственный;adjective
only;a1;[ʹəʋnlı];только;adverb
onto;a2;[ʹɒntʋ];на;preposition
open;a1;[ʹəʋpən];открытый;adjective
open;a1;[ʹəʋpən];открыть;verb
opening;b2;[ʹəʋp(ə)nıŋ];открытие;noun
openly;b2;[ʹəʋp(ə)nlı];открыто;adverb
opera;b2;[ʹɒp(ə)rə];опера;noun
operate;b2;[ʹɒpəreıt];работать;verb
operation;b1;[͵ɒpəʹreıʃ(ə)n];операция;noun
operational;c1;[͵ɒpəʹreıʃ(ə)nəl];оперативный;adjective
operator;b2;[ʹɒpəreıtə];оператор;noun
opinion;a1;[əʹpınjən];мнение;noun
opponent;b2;[əʹpəʋnənt];противник;noun
opportunity;a2;[͵ɒpəʹtju:nıtı];возможность;noun
oppose;b2;[əʹpəʋz];выступать против;verb
opposed;b2;[ə'pəuzd];противоположный;adjective
opposite;a1;[ʹɒpəzıt];противоположный;adjective
opposite;a1;[ʹɒpəzıt];напротив;adverb
opposite;a1;[ʹɒpəzıt];противоположность;noun
opposite;a1;[ʹɒpəzıt];против;preposition
opposition;b2;[͵ɒpəʹzıʃ(ə)n];оппозиция;noun
opt;c1;[ɒpt];выбрать;verb
optical;c1;[ʹɒptık(ə)l];оптический;adjective
optimism;c1;[ʹɒptımız(ə)m];оптимизм;noun
optimistic;b2;[,ɔpti'mistik(əl)];оптимистичный;adjective
option;a2;[ʹɒpʃ(ə)n];вариант;noun
or;a1;[ɔ:];или;conjunction
oral;c1;[ʹɔ:rəl];устный;adjective
orange;a1;[ʹɒrındʒ];оранжевый;adjective
orange;a1;[ʹɒrındʒ];апельсин;noun
orchestra;b2;[ʹɔ:kıstrə];оркестр;noun
order;a1;[ʹɔ:də];порядок;noun
order;a1;[ʹɔ:də];заказать;verb
ordinary;a2;[ʹɔ:d(ə)nrı];обычный;adjective
organ;b2;[ʹɔ:gən];орган;noun
organic;b2;[ɔ:ʹgænık];органический;adjective
organization;a2;[͵ɔ:gənaıʹzeıʃ(ə)n];организация;noun
organizational;c1;[͵ɔ:gənaıʹzeıʃ(ə)nəl];организационный;adjective
organize;a2;[ʹɔ:gənaız];организовать;verb
organized;b1;[ʹɔ:gənaızd];организованный;adjective
organizer;b1;[ʹɔ:gənaızə];организатор;noun
orientation;c1;[͵ɔ:rıənʹteıʃ(ə)n];ориентация;noun
origin;b2;[ʹɒrıdʒın];происхождение;noun
original;a2;[əʹrıdʒın(ə)l];оригинальный;adjective
original;b1;[əʹrıdʒın(ə)l];оригинал;noun
originally;b1;[əʹrıdʒın(ə)lı];первоначально;adverb
originate;c1;[əʹrıdʒıneıt];происходить;verb
other;a1;[ʹʌðə];другой;adjective
other;a1;[ʹʌðə];другой;pronoun
otherwise;b2;[ʹʌðəwaız];иначе;adverb
ought;b1;[ɔ:t];должен;modal verb
our;a1;[ʹaʋə];наш;determiner
ours;b1;[ʹaʋəz];наш;pronoun
ourselves;a2;[aʋəʹselvz];себя;pronoun
out;a1;[aʋt];вне;adverb
out;a1;[aʋt];из;preposition
outbreak;c1;[ʹaʋtbreık];вспышка;noun
outcome;b2;[ʹaʋtkʌm];результат;noun
outdoor;b1;[͵aʋtʹdɔ:];наружный;adjective
outdoors;b1;[aʋtʹdɔ:z];на открытом воздухе;adverb
outer;b2;[ʹaʋtə];внешний;adjective
outfit;b2;[ʹaʋt͵fıt];наряд;noun
outing;c1;[ʹaʋtıŋ];прогулка;noun
outlet;c1;[ʹaʋtlet];выход;noun
outline;b2;[ʹaʋtlaın];набросок;noun
outline;b2;[ʹaʋtlaın];наметить;verb
outlook;c1;[ʹaʋtlʋk];перспектива;noun
output;b2;[ʹaʋtpʋt];производство;noun
outrage;c1;[ʹaʋtreıdʒ];возмущение;noun
outrage;c1;[ʹaʋtreıdʒ];возмутить;verb
outside;a2;[ʹaʋtsaıd];внешний;adjective
outside;a1;[ʹaʋtsaıd];снаружи;adverb
outside;a2;[ʹaʋtsaıd];улица;noun
outside;a2;[ʹaʋtsaıd];за пределами;preposition
outsider;c1;[aʋtʹsaıdə];аутсайдер;noun
outstanding;b2;[aʋtʹstændıŋ];выдающийся;adjective
oven;a2;[ʹʌv(ə)n];печь;noun
over;a1;[ʹəʋvə];на протяжении;adverb
over;a1;[ʹəʋvə];над;preposition
overall;b2;[ʹəʋvərɔ:l];общий;adjective
overall;b2;[ʹəʋvərɔ:l];в целом;adverb
overcome;b2;[͵əʋvəʹkʌm];преодолеть;verb
overlook;c1;[ʹəʋvəlʋk];упускать из виду;verb
overly;c1;[ʹəʋvəlı];чрезмерно;adverb
overnight;b2;[͵əʋvəʹnaıt];в одночасье;adverb
overseas;b2;[,əuvə'si:(z)];зарубежный;adjective
overseas;b2;[,əuvə'si:(z)];за рубежом;adverb
oversee;c1;[͵əʋvəʹsi:];контролировать;verb
overturn;c1;[ʹəʋvətɜ:n];отменить;verb
overwhelm;c1;[͵əʋvəʹwelm];подавлять;verb
overwhelming;c1;[͵əʋvəʹwelmıŋ];подавляющий;adjective
owe;b2;[əʋ];задолжать;verb
own;a1;[əʋn];собственный;adjective
own;a1;[əʋn];свой;pronoun
own;a2;[əʋn];владеть;verb
owner;a2;[ʹəʋnə];владелец;noun
ownership;b2;[ʹəʋnəʃıp];собственность;noun
oxygen;b2;[ʹɒksıdʒ(ə)n];кислород;noun
pace;b2;[peıs];темп;noun
pace;b2;[peıs];шагать;verb
pack;b1;[pæk];пакет;noun
pack;a2;[pæk];упаковать;verb
package;b1;[ʹpækıdʒ];пакет;noun
package;b2;[ʹpækıdʒ];упаковывать;verb
packet;b2;[ʹpækıt];пакет;noun
pad;c1;[pæd];панель;noun
page;a1;[peıdʒ];страница;noun
pain;a2;[peın];боль;noun
painful;b1;[ʹpeınf(ə)l];болезненный;adjective
paint;a1;[peınt];краска;noun
paint;a1;[peınt];рисовать;verb
painter;a2;[ʹpeıntə];художник;noun
painting;a1;[ʹpeıntıŋ];картина;noun
pair;a1;[peə];пара;noun
palace;a2;[ʹpælıs];дворец;noun
pale;b1;[peıl];бледный;adjective
palm;b2;[pɑ:m];пальма;noun
pan;b1;[pæn];пан;noun
panel;b2;[ʹpænl];группа;noun
panic;b2;[ʹpænık];паника;noun
pants;a2;[pænts];штаны;noun
paper;a1;[ʹpeıpə];бумага;noun
parade;b2;[pəʹreıd];парад;noun
paragraph;a1;[ʹpærəgrɑ:f];пункт;noun
parallel;b2;[ʹpærəlel];параллельный;adjective
parallel;b2;[ʹpærəlel];параллель;noun
parameter;c1;[pəʹræmıtə];параметр;noun
parent;a1;[ʹpe(ə)rənt];родитель;noun
parental;c1;[pəʹrentl];родительский;adjective
parish;c1;[ʹpærıʃ];приход;noun
park;a1;[pɑ:k];парк;noun
park;a1;[pɑ:k];парковаться;verb
parking;a2;[ʹpɑ:kıŋ];парковка;noun
parliament;b2;[ʹpɑ:ləmənt];парламент;noun
parliamentary;c1;[͵pɑ:ləʹment(ə)rı];парламентский;adjective
part;a1;[pɑ:t];часть;noun
part-time;b2;[pɑ:t]-[taım];на полставки;adjective
partial;c1;[ʹpɑ:ʃ(ə)l];частичный;adjective
partially;c1;[ʹpɑ:ʃ(ə)lı];частично;adverb
participant;b2;[pɑ:ʹtısıpənt];участник;noun
participate;b1;[pɑ:ʹtısıpeıt];участвовать;verb
participation;b2;[pɑ:͵tısıʹpeıʃ(ə)n];участие;noun
particular;a2;[pəʹtıkjʋlə];конкретный;adjective
particularly;b1;[pəʹtıkjʋləlı];особенно;adverb
partly;b2;[ʹpɑ:tlı];частично;adverb
partner;a1;[ʹpɑ:tnə];партнер;noun
partnership;b2;[ʹpɑ:tnəʃıp];партнерство;noun
party;a1;[ʹpɑ:tı];партия;noun
pass;b1;[pɑ:s];пропуск;noun
pass;a2;[pɑ:s];пройти;verb
passage;b2;[ʹpæsıdʒ];проход;noun
passenger;a2;[ʹpæsındʒə];пассажир;noun
passing;c1;[ʹpɑ:sıŋ];прохождение;noun
passion;b1;[ʹpæʃ(ə)n];страсть;noun
passionate;b2;[ʹpæʃ(ə)nıt];страстный;adjective
passive;c1;[ʹpæsıv];пассивный;adjective
passport;a1;[ʹpɑ:spɔ:t];паспорт;noun
password;b2;[ʹpɑ:swɜ:d];пароль;noun
past;a1;[pɑ:st];прошлый;adjective
past;a2;[pɑ:st];мимо;adverb
past;a1;[pɑ:st];прошлое;noun
past;a1;[pɑ:st];после;preposition
pastor;c1;[ʹpɑ:stə];пастор;noun
patch;c1;[pætʃ];патч;noun
patent;c1;[ʹpeıt(ə)nt];патент;noun
path;b1;[pɑ:θ];путь;noun
pathway;c1;[ʹpɑ:θweı];путь;noun
patience;b2;[ʹpeıʃ(ə)ns];терпение;noun
patient;b2;[ʹpeıʃ(ə)nt];больной;adjective
patient;a2;[ʹpeıʃ(ə)nt];пациент;noun
patrol;c1;[pəʹtrəʋl];патруль;noun
patrol;c1;[pəʹtrəʋl];патрулировать;verb
patron;c1;[ʹpeıtrən];покровитель;noun
pattern;a2;[ʹpætn];модель;noun
pause;b2;[pɔ:z];пауза;noun
pause;b2;[pɔ:z];приостановить;verb
pay;a2;[peı];оплата;noun
pay;a1;[peı];платить;verb
payment;b1;[ʹpeımənt];оплата;noun
peace;a2;[pi:s];мир;noun
peaceful;b1;[ʹpi:sf(ə)l];мирный;adjective
peak;c1;[pi:k];пик;noun
peasant;c1;[ʹpez(ə)nt];крестьянин;noun
peculiar;c1;[pıʹkju:lıə];своеобразный;adjective
peer;b2;[pıə];сверстник;noun
pen;a1;[pen];ручка;noun
penalty;b2;[ʹpenltı];наказание;noun
pencil;a1;[ʹpens(ə)l];карандаш;noun
penny;a2;[ʹpenı];пенни;noun
pension;b2;[ʹpenʃ(ə)n];пенсия;noun
people;a1;[ʹpi:p(ə)l];люди;noun
pepper;a1;[ʹpepə];перец;noun
per;a2;[pɜ:];согласно;preposition
per cent;a2;[pɜ:] [sent];процентный;adjective
per cent;a2;[pɜ:] [sent];на сотню;adverb
per cent;a2;[pɜ:] [sent];процент;noun
perceive;b2;[pəʹsi:v];воспринимать;verb
percentage;b1;[pəʹsentıdʒ];процент;noun
perception;b2;[pəʹsepʃ(ə)n];восприятие;noun
perfect;a1;[ʹpɜ:fıkt];идеальный;adjective
perfectly;b1;[ʹpɜ:fıktlı];прекрасно;adverb
perform;a2;[pəʹfɔ:m];выполнять;verb
performance;b1;[pəʹfɔ:məns];производительность;noun
perhaps;a2;[pəʹhæps];возможно;adverb
period;a1;[ʹpı(ə)rıəd];период;noun
permanent;b2;[ʹpɜ:mənənt];постоянный;adjective
permanently;b2;[ʹpɜ:mənəntlı];постоянно;adverb
permission;a2;[pəʹmıʃ(ə)n];разрешение;noun
permit;b2;[ʹpɜ:mıt];разрешение;noun
permit;b2;[ʹpɜ:mıt];позволить;verb
persist;c1;[pəʹsıst];сохраняться;verb
persistent;c1;[pəʹsıstənt];постоянный;adjective
person;a1;[ʹpɜ:s(ə)n];человек;noun
personal;a1;[ʹpɜ:s(ə)nəl];личный;adjective
personality;a2;[͵pɜ:səʹnælıtı];личность;noun
personally;b1;[ʹpɜ:s(ə)n(ə)lı];лично;adverb
personnel;c1;[͵pɜ:səʹnel];персонал;noun
perspective;b2;[pəʹspektıv];перспектива;noun
persuade;b1;[pəʹsweıd];убедить;verb
pet;a2;[pet];питомец;noun
petition;c1;[pıʹtıʃ(ə)n];петиция;noun
petrol;a2;[ʹpetrəl];бензин;noun
phase;b2;[feız];этап;noun
phenomenon;b2;[fıʹnɒmınən];явление;noun
philosopher;c1;[fıʹlɒsəfə];философ;noun
philosophical;c1;[,filə'sɔfik(əl)];философский;adjective
philosophy;b2;[fıʹlɒsəfı];философия;noun
phone;a1;[fəʋn];телефон;noun
phone;a1;[fəʋn];позвонить;verb
photo;a1;[ʹfəʋtəʋ];фото;noun
photograph;a1;[ʹfəʋtəgrɑ:f];фотография;noun
photograph;a2;[ʹfəʋtəgrɑ:f];фотографировать;verb
photographer;b1;[fəʹtɒgrəfə];фотограф;noun
photography;b1;[fəʹtɒgrəfı];фотография;noun
phrase;a1;[freız];фраза;noun
physical;a2;[ʹfızık(ə)l];физический;adjective
physician;c1;[fıʹzıʃ(ə)n];врач;noun
physics;a2;[ʹfıızıks];физика;noun
piano;a1;[pıʹænəʋ];фортепиано;noun
pick;b2;[pık];выбор;noun
pick;a2;[pık];выбрать;verb
picture;a1;[ʹpıktʃə];картина;noun
picture;b2;[ʹpıktʃə];представить;verb
piece;a1;[pi:s];кусок;noun
pig;a1;[pıg];свинья;noun
pile;b2;[paıl];куча;noun
pile;b2;[paıl];складывать;verb
pill;b2;[pıl];таблетка;noun
pilot;a2;[ʹpaılɒt];пилот;noun
pin;b1;[pın];булавка;noun
pin;b1;[pın];повесить;verb
pink;a1;[pıŋk];розовый;adjective
pink;a1;[pıŋk];розовый цвет;noun
pioneer;c1;[͵paıəʹnıə];пионер;noun
pioneer;c1;[͵paıəʹnıə];быть пионером;verb
pipe;b1;[paıp];труба;noun
pipeline;c1;[ʹpaıplaın];трубопровод;noun
pirate;c1;[ʹpaı(ə)rət];пират;noun
pit;c1;[pıt];яма;noun
pitch;b2;[pıtʃ];поле;noun
